gene	HC1	HC2	HC3	HC4	M1	M2	M3	S1	S2	S3	S4	S5	S6
ATP6V0A4	0	2	0	2	0	0	2	1	1	0	2	0	0
KIAA1549	0	1	0	1	1	1	0	2	4	0	1	0	0
MGAM	0	4	9	1	7	5	0	45	237	13	41	1	15
KEL	0	4	2	1	6	4	0	6	10	2	3	1	0
PIP	0	0	0	29	1	0	0	4	5	0	0	48	0
KCNH2	0	2	0	0	1	0	0	0	1	0	0	0	0
AC006967.3	0	5	0	0	0	4	0	0	5	0	0	0	0
AL732314.4	0	2	4	0	0	0	0	0	2	0	0	0	0
FAM9B	0	7	0	0	0	0	0	0	0	0	0	0	0
FAM9C	0	2	7	0	2	2	0	2	3	0	0	0	0
ASB11	0	4	2	0	0	0	0	0	2	0	0	0	0
BMX	0	7	4	0	5	1	0	0	11	0	1	0	0
ADGRG2	0	8	8	0	14	10	0	0	5	0	0	0	0
ARX	0	0	0	6	0	1	0	4	1	0	0	0	1
TMEM47	0	1	0	1	4	1	0	1	2	0	0	0	0
AL109797.1	0	5	2	1	0	0	0	4	6	0	1	0	1
MAOA	0	3	4	9	6	1	2	51	218	41	54	152	37
TSIX	0	19	0	1	1	90	0	4	5	0	16	10	0
XIST	0	4578	3	1196	0	3535	0	1	0	0	697	524	0
AL353804.1	0	4	13	1	4	4	0	3	6	1	0	0	0
POF1B	0	0	0	0	0	0	0	3	4	3	2	0	1
RAB40A	0	4	4	0	4	3	0	0	0	0	1	0	0
VSIG1	0	3	0	0	1	1	0	2	2	0	0	0	0
SLC6A14	0	1	0	8	6	0	0	7	6	1	18	3	6
RHOXF1	0	2	2	0	0	1	0	1	1	0	0	0	0
FGF13-AS1	0	4	0	0	0	0	0	0	0	0	0	0	0
F8A3	0	11	117	12	216	114	2	164	177	8	34	39	23
AC246817.2	0	3	9	0	0	4	0	0	0	0	0	0	0
CSMD1	0	4	38	3	4	1	0	0	1	2	0	0	0
AC103957.2	0	0	0	2	3	3	0	13	2	3	0	0	0
AC087203.3	0	3	1	0	6	2	0	1	1	0	1	0	0
FAM86B2	0	3	0	0	0	2	0	0	0	0	1	0	0
AC068992.1	0	3	2	0	268	186	8	3	13	0	4	0	6
AC027117.2	0	0	0	0	12	25	0	6	14	6	7	2	0
FGL1	0	6	0	0	4	0	0	0	0	0	3	0	0
POMK	0	3	12	0	61	42	2	14	79	5	12	1	4
XKR4	0	3	2	0	2	2	0	4	2	2	1	1	0
PENK	0	4	6	2	5	4	0	4	3	0	0	0	0
AC022826.2	0	3	0	0	0	0	0	0	0	0	0	0	0
MIR2052HG	0	1	0	0	0	0	0	0	0	0	0	0	0
PI15	0	3	0	0	1	0	0	0	0	0	0	0	0
SLC10A5	0	1	0	3	0	0	0	1	0	0	0	0	0
LINC00535	0	1	0	0	1	2	0	2	8	0	1	0	1
GRHL2	0	2	0	5	1	0	0	3	1	1	3	1	0
BAALC-AS1	0	2	0	2	2	1	1	3	1	1	1	0	0
SYBU	0	1	0	12	1	0	0	6	0	0	1	0	1
CASC8	0	0	0	3	0	1	0	2	10	0	13	2	1
AC110741.1	0	3	0	0	4	0	0	4	33	8	6	0	0
ERICD	0	2	0	2	0	1	0	7	5	1	2	3	2
AC011676.1	0	3	0	0	2	0	0	8	16	3	0	0	1
LYPD2	0	5	0	124	13	5	31	89	60	1	65	5	0
AC067930.4	0	48	109	41	3	11	2	11	74	6	0	9	4
AL136980.1	0	2	7	2	3	7	0	8	2	1	1	0	0
IL33	0	0	0	14	2	0	0	4	1	0	5	0	1
LINC01235	0	1	0	0	0	0	0	0	0	0	0	0	1
AL359922.2	0	3	1	0	4	4	0	0	0	0	0	0	0
AL360014.1	0	7	7	0	6	0	0	0	0	0	0	0	0
CCL27	0	5	4	1	2	0	0	0	0	0	0	0	0
AL357874.2	0	4	0	0	7	6	0	4	4	0	0	0	0
FAM221B	0	3	0	1	1	1	0	1	0	0	0	0	1
ANKRD18A	0	0	0	3	3	2	0	8	16	2	3	0	0
BX005214.2	0	1	0	14	1	1	0	2	1	0	0	0	0
AL590491.2	0	0	0	2	1	2	0	2	3	2	0	0	0
TMEM252	0	2	2	0	9	3	0	2	2	1	0	0	0
AL158154.2	0	2	0	0	2	0	0	6	9	1	0	0	0
AL158152.2	0	3	0	0	45	40	1	34	58	7	5	7	5
AL161729.1	0	2	0	0	0	5	0	0	3	0	0	0	0
TMEM246-AS1	0	4	0	0	0	0	0	0	0	0	0	0	0
AL390067.1	0	3	8	1	2	0	0	0	0	0	0	0	0
PAPPA-AS1	0	4	0	0	0	0	0	0	0	0	0	0	0
GARNL3	0	4	6	1	4	10	0	5	13	1	1	0	0
AL158151.1	0	3	7	1	1	3	0	1	2	1	0	0	1
BX649632.1	0	3	2	0	15	15	0	1	9	1	0	0	1
AC068580.3	0	2	2	0	67	79	3	37	79	10	34	66	9
AC015689.1	0	3	0	1	2	1	0	0	4	0	0	0	2
UBQLNL	0	3	4	0	16	11	1	16	6	3	0	2	0
AC111188.1	0	3	5	0	5	3	0	0	3	0	0	1	0
LINC00958	0	2	0	7	0	1	0	0	12	0	1	0	1
CREB3L1	0	0	4	26	9	3	1	2	7	0	11	1	0
AP002990.1	0	2	1	0	53	70	4	13	58	4	8	0	2
OVOL1	0	2	26	3	14	10	0	13	54	4	8	1	3
MYEOV	0	2	1	0	8	7	0	101	272	40	20	17	19
AP002761.1	0	2	0	0	3	2	0	7	19	4	2	1	0
AP003059.1	0	3	4	0	0	0	0	0	0	0	0	0	0
COLCA2	0	0	0	6	0	0	0	0	3	0	1	0	0
TMPRSS5	0	7	10	4	4	5	0	2	5	2	2	0	0
TTC36	0	3	0	0	0	1	0	0	1	0	1	0	0
BARX2	0	1	1	3	5	0	0	2	6	1	0	0	0
LINC00167	0	3	7	0	5	3	0	3	19	0	7	7	6
AL391427.1	0	3	0	0	3	2	0	1	0	0	0	0	0
SLC39A12	0	3	13	0	9	4	0	2	4	0	0	0	0
AC022021.1	0	2	2	1	0	1	0	5	3	0	0	0	0
AL132657.1	0	3	1	0	1	4	0	0	0	0	0	0	0
LRRC18	0	0	0	10	0	0	0	0	3	1	1	0	0
LINC00843	0	4	3	1	7	2	0	1	9	0	0	1	0
AC022387.1	0	3	0	0	0	4	0	0	2	0	0	0	0
NPFFR1	0	4	1	0	4	5	0	3	4	0	0	0	0
AC010997.4	0	3	0	0	2	4	0	2	3	0	0	0	0
AL133215.3	0	3	6	0	0	0	0	3	4	0	0	4	0
CFAP58	0	1	4	20	11	3	0	17	17	6	0	0	0
AC010998.3	0	1	0	5	0	0	0	0	0	0	0	0	0
SLC2A14	0	3	1	0	46	31	0	0	118	0	0	0	0
PZP	0	2	0	21	1	1	0	2	2	1	0	0	0
EIF2S3B	0	3	0	0	0	3	0	0	1	0	1	0	0
GPRC5A	0	2	1	18	8	1	1	47	67	33	55	24	18
AC092794.2	0	4	6	0	3	0	0	0	0	0	1	0	0
AC012150.1	0	2	7	0	10	6	0	13	68	0	3	0	3
TSPAN11	0	0	0	5	0	1	0	0	1	2	0	0	0
AC125611.4	0	0	0	4	1	0	0	1	3	0	0	0	0
AC025154.2	0	0	1	18	1	1	0	16	11	0	5	0	0
LRP1-AS	0	3	0	0	5	8	0	11	28	0	2	0	0
DPY19L2	0	0	0	4	28	38	0	10	25	2	2	0	0
AC078962.3	0	3	2	0	0	0	0	0	0	0	0	0	0
WIF1	0	0	0	9	0	0	0	2	0	0	0	0	0
MSRB3	0	3	1	4	3	2	0	33	149	4	9	7	7
TSPAN8	0	3	0	187	0	0	2	5	1	0	9	0	0
AC027288.3	0	2	0	0	1	0	0	8	6	2	0	2	0
NTS	0	2	3	88	1	0	1	17	29	1	23	5	8
C12orf50	0	6	2	0	4	8	0	6	9	2	1	2	0
CLLU1OS	0	8	0	0	0	5	11	0	25	6	0	0	0
AC073655.2	0	2	5	0	2	1	0	6	6	0	1	0	1
AC117377.1	0	4	0	0	0	0	0	0	0	0	0	0	0
AC010205.1	0	4	3	0	0	0	0	2	0	0	0	0	0
NUAK1	0	1	0	1	0	1	0	1	2	0	0	0	0
AC007622.2	0	4	1	0	8	2	0	13	21	0	2	18	12
AC131159.2	0	3	0	0	0	0	0	3	7	0	0	0	0
AC069234.5	0	2	9	0	2	0	0	4	5	0	0	0	0
AC127002.1	0	3	4	0	7	4	0	34	55	0	3	2	2
GJB2	0	7	1	1	15	1	6	24	140	121	19	7	6
ATP12A	0	1	0	7	0	1	0	3	6	0	18	1	0
ATP8A2	0	3	0	0	1	1	0	0	6	0	0	0	0
USP12-AS2	0	4	0	0	3	0	0	5	10	0	2	0	1
RXFP2	0	3	2	0	3	0	0	0	0	0	0	0	0
DCLK1	0	3	0	0	0	0	0	1	0	0	1	0	0
LHFPL6	0	3	7	0	3	2	0	32	106	19	9	4	6
AL138963.3	0	4	5	0	2976	1944	92	1136	2687	391	1228	1052	431
LINC00462	0	3	3	0	6	4	0	3	8	0	0	0	0
SLITRK6	0	2	0	7	1	0	0	4	0	0	2	0	0
AL161431.1	0	1	2	0	0	1	0	1	0	1	0	1	0
COL4A2-AS2	0	13	9	0	253	24	0	130	84	74	0	3	16
GRTP1	0	1	2	11	8	1	0	4	3	0	4	2	0
C13orf46	0	2	0	1	5	5	0	4	16	2	5	2	7
SFTA3	0	0	0	17	2	2	0	1	4	1	1	0	0
PAX9	0	5	0	8	4	1	0	5	6	1	7	0	0
AL121790.1	0	0	0	1	0	0	0	3	2	0	1	0	0
TTC6	0	0	0	4	0	0	0	5	1	1	0	0	0
TMEM30B	0	1	0	10	1	1	1	5	9	2	2	1	1
AL122035.1	0	4	1	0	3	4	0	4	6	0	2	0	0
AL357153.1	0	2	0	2	0	0	0	0	2	2	0	0	0
AC005479.2	0	6	1	0	0	2	0	8	24	1	0	0	3
AL049780.2	0	6	2	0	8	10	0	4	47	3	4	0	4
NRXN3	0	1	0	5	0	0	0	1	2	1	1	0	0
AL357093.1	0	2	1	0	0	0	0	0	0	0	0	0	0
GSC	0	3	0	0	3	0	0	0	1	0	0	0	0
CYP46A1	0	2	2	2	3	2	1	0	0	1	0	0	0
LINC02280	0	3	2	0	0	0	0	0	0	0	0	0	0
IGHG1	0	2	1	0	1	3	1	87	1800	0	5	0	6002
IGHG3	0	4	0	0	0	2	0	163	1662	0	0	0	13
GOLGA8M	0	2	1	0	3	2	0	0	3	0	0	0	0
AC055876.5	0	4	7	0	0	1	0	0	0	0	0	0	0
GOLGA8H	0	3	5	0	3	0	0	1	8	1	0	4	0
AC078909.1	0	1	0	1	0	0	0	2	1	0	0	0	0
AC087473.1	0	4	2	0	11	5	0	2	3	0	0	0	0
AC022929.2	0	4	1	0	4	4	0	3	4	0	3	0	0
AC013652.2	0	4	4	0	0	0	0	0	0	1	0	2	0
AC020661.1	0	4	0	0	4	0	0	12	11	3	3	0	1
AC020661.3	0	4	3	0	0	0	0	0	0	1	0	0	0
LTK	0	4	2	6	2	1	0	7	9	0	0	5	0
TYRO3	0	3	2	1	7	0	0	11	27	3	5	0	6
PLA2G4B	0	3	5	0	7	0	0	0	0	0	0	2	0
AC090510.1	0	5	1	1	8	7	0	1	2	1	1	0	0
DUOXA1	0	1	1	14	0	4	0	2	10	0	0	1	1
AC051619.5	0	8	0	0	0	0	0	3	0	1	0	0	3
AC025580.1	0	3	3	0	0	0	0	8	17	4	4	2	2
FAM81A	0	5	1	6	16	3	4	17	31	6	4	1	3
GCNT3	0	3	1	0	6	2	0	2	4	1	5	1	1
AC103740.1	0	3	0	0	0	0	0	0	0	0	0	0	0
AC087632.1	0	3	2	0	4	0	0	6	10	1	2	0	0
AC100830.2	0	4	1	0	0	3	0	1	4	0	0	0	0
AC100830.1	0	4	6	4	3	3	0	3	2	0	0	0	0
CORO2B	0	0	0	3	5	2	0	3	6	1	0	1	1
GRAMD2A	0	1	0	2	0	0	0	2	0	0	0	1	0
AC023034.1	0	1	1	0	0	0	0	0	0	0	0	0	0
KIF7	0	4	0	0	7	7	0	0	0	0	0	0	0
TTLL13P	0	5	5	0	1	1	0	1	2	0	0	0	0
AC118658.1	0	4	0	0	0	0	0	0	0	1	0	0	0
AC015660.3	0	5	0	0	27	59	12	39	287	64	14	0	10
ALDH1A3	0	1	0	8	3	2	0	5	11	1	21	2	18
PCSK6	0	4	4	0	5	4	0	31	146	29	18	7	21
RHBDF1	0	3	2	3	0	0	1	12	21	1	9	7	6
AC009065.1	0	2	1	0	0	0	0	0	0	0	0	0	0
TMEM114	0	3	0	0	0	0	0	0	0	0	0	0	0
CRYM	0	0	0	27	2	3	0	10	6	1	3	0	2
AC130466.1	0	2	3	0	0	0	0	7	4	0	4	0	2
CHP2	0	2	0	30	0	0	0	5	2	0	2	0	0
AC133550.1	0	4	4	0	8	0	2	2	2	2	2	0	1
ATP2A1	0	3	2	1	4	8	0	2	9	2	2	1	1
SULT1A4	0	5	2	1	0	0	0	2	3	0	3	0	0
AC093512.2	0	4	0	0	43	37	1	38	85	6	14	7	4
PRSS8	0	2	0	7	2	0	0	1	6	4	1	1	0
MYLK3	0	3	1	1	1	3	0	3	26	0	1	0	0
AC092118.1	0	2	0	0	2	0	0	2	4	0	1	1	0
AC009118.2	0	3	1	2	6	2	0	6	16	0	1	3	2
BEAN1	0	3	0	0	0	0	0	5	10	0	2	0	0
AC027281.1	0	1	0	9	1	0	0	2	3	0	0	0	1
AC138627.1	0	3	3	0	2	4	0	9	12	0	3	2	0
AC092718.1	0	2	0	0	2	1	0	8	26	0	1	0	1
TRPV3	0	4	2	0	1	0	0	3	5	1	1	0	3
AC027796.3	0	2	1	0	0	1	0	0	3	0	0	0	0
GGT6	0	1	1	5	1	1	0	1	3	3	2	0	0
SOX15	0	5	1	3	3	7	0	16	20	1	3	2	2
EFNB3	0	0	0	5	0	0	0	1	0	0	0	0	1
AC005358.2	0	2	0	0	0	0	0	0	0	0	0	0	0
TEKT3	0	0	1	11	2	0	0	3	2	2	0	1	1
TVP23C-CDRT4	0	3	0	0	0	0	0	0	0	0	0	0	0
LGALS9C	0	5	4	4	19	81	0	5	3	1	6	0	2
AC138207.2	0	3	1	0	14	15	1	10	31	2	3	1	1
NEUROD2	0	2	1	0	0	0	0	0	0	0	0	0	0
KRT13	0	4	1	0	23	1	0	24	28	2	27	0	4
KRT15	0	1	2	6	3	2	0	6	13	0	12	4	1
CR936218.1	0	3	1	0	0	0	0	0	0	0	0	0	0
TTLL6	0	0	0	5	0	0	0	1	3	0	0	1	0
EPN3	0	3	1	13	2	1	0	2	3	1	2	0	0
ANKFN1	0	0	1	4	3	3	0	5	2	0	0	1	0
AC087289.2	0	0	7	0	5	0	0	3	4	0	0	2	2
LINC02080	0	3	0	0	2	0	0	0	0	1	0	0	0
ENPP7	0	3	0	0	11	7	0	0	5	0	0	0	1
AC145207.3	0	2	0	0	11	13	0	4	15	0	0	2	1
PPP4R1-AS1	0	5	0	1	2	0	0	3	2	2	0	0	0
APCDD1	0	1	0	8	1	0	0	5	14	0	1	1	0
AC022960.1	0	3	0	0	0	0	0	0	0	0	0	0	0
AC015961.2	0	2	5	0	5	0	0	0	0	0	0	0	0
AC090241.3	0	2	4	0	0	0	0	0	4	0	0	0	0
AC100778.3	0	1	1	0	4	4	0	3	5	0	3	0	0
AC064801.1	0	3	2	1	3	0	0	41	55	2	6	6	5
AC022726.2	0	2	0	0	2	0	0	1	4	0	0	0	1
SERPINB2	0	1	0	6	4	5	0	205	6910	344	402	9543	21014
LINC00908	0	1	1	1	0	1	0	3	4	1	0	0	3
SEL1L2	0	13	0	0	0	0	0	0	0	0	0	0	0
AL121761.1	0	1	8	3	45	40	1	25	83	5	16	17	2
BPIFA1	0	45	0	943	71	7	12	146	37	2	212	3	2
AL031666.1	0	2	0	3	0	0	0	3	2	0	0	0	1
AL137077.2	0	3	3	0	2	2	0	3	8	1	0	3	4
COL9A3	0	31	75	10	94	130	0	9	23	4	3	1	6
MISP	0	0	0	26	0	2	1	4	14	4	19	3	1
ADAMTSL5	0	3	0	1	2	5	0	1	2	0	1	0	1
AC012615.2	0	2	5	0	0	0	0	0	0	0	0	0	0
PEAK3	0	4	26	0	33	48	0	49	262	1	12	24	23
AC005264.1	0	6	7	0	9	8	0	25	64	1	9	27	9
NMRK2	0	4	0	0	0	0	0	0	6	0	0	0	0
ACSBG2	0	3	7	0	7	13	0	0	2	0	0	0	0
AC011451.1	0	3	12	0	0	0	0	0	0	0	0	0	0
ZNF560	0	3	4	0	3	6	0	0	0	0	0	0	2
AC010422.2	0	3	5	0	1	2	0	1	1	0	1	2	0
AC022098.4	0	2	5	5	0	1	0	14	56	1	11	5	2
OR7C1	0	3	3	0	0	3	0	8	4	3	0	0	0
CYP4F3	0	1	0	2	2	0	0	22	33	14	3	2	2
CRLF1	0	3	0	7	5	3	0	8	13	0	0	0	3
HOMER3-AS1	0	5	3	0	30	14	3	113	362	8	40	32	32
AC073534.2	0	5	2	0	0	0	0	0	0	0	0	0	0
AC007773.1	0	3	1	0	4	2	1	3	22	0	4	5	4
SCGB2B2	0	1	2	0	0	1	0	1	0	0	0	0	0
AC243960.3	0	5	1	0	25	15	1	5	12	7	7	1	2
AC011481.1	0	2	1	0	2	3	0	8	3	0	0	0	0
GEMIN7-AS1	0	1	2	4	10	5	0	4	4	0	0	0	0
SULT2B1	0	1	6	14	19	4	2	9	5	1	5	1	1
LINC01869	0	2	0	0	0	0	0	0	0	1	0	0	1
KLK4	0	4	0	0	0	0	0	0	7	0	0	0	0
AC063977.6	0	4	1	0	357	288	12	90	115	11	16	9	4
SIGLEC14	0	314	618	27	0	0	0	1389	0	0	0	0	0
ZNF534	0	3	1	0	2	3	0	0	2	0	1	0	0
TTYH1	0	4	7	0	1	1	0	1	3	1	0	1	1
CDC42EP5	0	3	0	31	0	0	0	4	5	0	2	1	0
SYT5	0	6	0	0	0	3	0	0	13	3	1	4	4
COX6B2	0	2	1	2	3	1	0	23	30	3	0	1	1
AP000542.3	0	5	1	0	0	1	0	0	0	0	0	0	2
P2RX6	0	1	1	0	2	2	0	0	1	0	0	0	0
AL022323.3	0	3	2	0	0	0	0	4	1	0	0	1	1
CABP7	0	4	0	0	8	12	0	1	6	0	0	0	0
Z93241.1	0	2	30	0	69	19	1	133	630	9	175	86	275
GTSE1-DT	0	2	7	2	10	18	0	18	20	0	3	1	6
SCO2	0	3	0	0	299	352	17	264	869	35	90	68	31
CU633967.1	0	9	25	0	17	22	0	2	2	2	2	0	0
CU638689.5	0	11	58	3	75	45	0	40	11	15	9	2	8
FP236383.3	0	7	4	0	17	16	1	1	11	8	3	4	0
AF127577.1	0	3	0	0	0	0	0	0	3	0	0	0	0
JAM2	0	1	1	0	0	1	0	0	4	2	0	0	0
GRIK1	0	5	6	0	0	6	0	0	3	0	0	0	0
TMPRSS2	0	4	0	12	11	0	0	3	11	0	0	0	0
PWP2	0	107	79	11	91	10	5	58	8	11	9	3	17
AP001065.1	0	5	2	2	4	2	0	8	11	0	3	0	0
TSPEAR-AS2	0	11	10	0	8	5	0	0	8	0	0	0	0
LINC01424	0	3	5	1	3	0	0	2	0	0	0	0	1
AL627309.3	0	0	1	0	0	2	0	0	5	1	0	0	0
AL645608.3	0	0	1	0	0	0	0	0	2	0	0	0	0
AL645608.8	0	0	1	0	53	30	18	273	745	93	44	71	10
AL162741.1	0	0	1	0	0	0	0	7	12	0	0	1	2
AL109917.1	0	0	3	1	7	9	0	0	12	0	0	2	2
AL590822.1	0	0	0	1	0	0	0	0	0	0	0	0	0
LINC00982	0	0	3	0	1	0	0	5	7	0	0	1	1
CHD5	0	0	1	0	0	0	0	0	0	0	0	0	0
PLEKHG5	0	0	0	1	1	1	1	0	7	1	1	0	0
AL359881.2	0	0	4	0	0	0	0	0	0	0	0	0	0
AL139423.1	0	0	1	0	8	4	1	1	7	0	1	0	0
AL031731.1	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	0	0	17	0	0	0	0	271	106	42	2	82	68
AL121992.2	0	0	3	0	0	0	0	32	19	0	7	4	0
CLCNKA	0	0	5	0	0	1	0	2	1	0	0	0	0
PADI1	0	0	2	0	0	3	0	2	1	0	1	0	0
IGSF21	0	0	2	0	5	8	5	25	23	5	14	0	2
AKR7A3	0	0	5	0	4	8	0	4	9	1	3	1	0
ALPL	0	0	0	10	0	1	0	16	54	45	6	0	1
AL021154.1	0	0	0	0	0	0	0	0	0	0	0	0	0
GRHL3	0	0	7	0	0	4	0	2	1	0	2	1	0
RHD	0	0	4	0	0	0	0	2	6	0	0	1	1
FAM110D	0	0	1	0	0	3	0	0	3	0	0	0	0
AL512408.1	0	0	1	1	8	5	0	1	8	0	0	1	3
KDF1	0	0	0	6	1	1	1	0	2	3	0	0	0
TRNP1	0	0	0	2	0	2	1	11	11	0	2	0	3
TENT5B	0	0	2	3	0	1	0	3	12	0	2	1	1
BX293535.1	0	0	0	3	1	2	0	1	1	0	0	0	0
COL16A1	0	0	1	4	1	0	0	5	7	3	0	0	0
ADGRB2	0	0	0	4	0	0	0	3	5	1	0	0	1
AL445248.1	0	0	4	0	3	2	0	7	9	0	0	0	1
AL662907.3	0	0	1	0	0	1	0	0	0	0	0	0	0
AL929472.2	0	0	1	0	0	0	0	0	0	0	0	0	0
AL139260.3	0	0	6	0	0	0	0	2	0	0	0	0	0
OXCT2	0	0	2	1	1	0	0	3	8	8	1	3	1
SLFNL1	0	0	2	0	1	4	0	2	1	0	0	0	0
RIMKLA	0	0	4	4	2	5	0	2	1	0	1	0	0
AC098484.3	0	0	2	0	85	79	2	23	117	3	7	4	8
C1orf210	0	0	0	2	1	0	1	3	0	1	1	0	1
AL139289.1	0	0	1	0	5	5	2	3	4	0	0	0	0
ARTN	0	0	1	0	2	0	0	2	7	0	0	0	4
ZSWIM5	0	0	2	1	5	1	0	1	5	1	0	1	0
MKNK1-AS1	0	0	2	0	2	2	0	0	0	0	0	0	0
CYP4Z1	0	0	0	2	0	0	0	0	1	0	0	0	0
CYP4A22-AS1	0	0	4	0	0	0	0	0	0	0	1	0	0
PDZK1IP1	0	0	0	16	4	0	2	3	5	0	7	2	0
SLC5A9	0	0	2	3	3	1	0	3	0	1	0	0	0
ELAVL4	0	0	7	1	38	20	4	133	168	12	32	3	12
DMRTA2	0	0	0	2	0	0	0	1	11	0	0	1	0
AC104170.2	0	0	2	0	0	0	0	0	0	0	0	0	0
LINC01771	0	0	2	0	4	11	0	2	6	0	0	1	0
AL357673.1	0	0	1	0	0	0	0	0	0	0	0	0	0
CDCP2	0	0	2	0	0	0	0	0	0	0	0	0	0
TMEM61	0	0	0	7	0	0	0	2	0	0	0	0	0
AC119674.1	0	0	4	0	3	4	0	7	11	6	2	0	0
LINC01135	0	0	2	0	13	13	0	10	15	2	4	6	2
AC093424.1	0	0	1	0	0	0	0	3	0	0	0	0	0
IL12RB2	0	0	0	0	1	4	1	11	50	1	0	1	3
DIRAS3	0	0	0	3	2	1	0	0	1	0	0	0	0
TNNI3K	0	0	3	0	2	0	0	0	0	0	0	0	0
SLC44A5	0	0	1	2	0	0	0	0	0	0	0	0	0
AK5	0	0	2	0	0	4	0	0	11	0	0	0	0
LINC01362	0	0	0	0	0	0	0	0	0	0	0	0	0
COL24A1	0	0	0	1	1	2	0	0	28	1	0	1	1
AL121989.1	0	0	2	0	0	0	0	0	0	0	0	0	0
GBP6	0	0	0	5	0	2	0	3	4	0	0	0	1
AL391497.1	0	0	2	0	0	0	0	0	0	0	0	0	0
AC104836.1	0	0	1	0	0	2	0	0	0	0	0	0	0
AL109613.1	0	0	1	2	2	1	0	0	0	0	0	0	0
SLC44A3	0	0	2	8	0	2	0	3	5	0	3	0	0
AC105942.1	0	0	1	3	4	4	0	0	1	0	0	0	0
LINC01349	0	0	3	0	0	0	0	0	0	0	0	0	0
AL360270.1	0	0	0	0	11	8	0	17	16	0	2	4	4
OVGP1	0	0	1	0	1	3	0	6	3	2	0	1	0
AL445231.1	0	0	6	1	12	17	0	1	3	0	0	0	0
AC244453.2	0	0	2	0	3	2	0	5	29	4	0	0	3
FP700111.1	0	0	5	0	8	3	0	35	81	4	25	15	15
CD160	0	0	6	0	7	3	0	2	3	0	0	1	0
LINC01719	0	0	1	0	3	4	0	1	3	1	0	0	5
AC239803.1	0	0	1	0	1	0	0	0	0	0	0	0	0
AC245100.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC239804.1	0	0	1	2	4	3	0	9	6	0	2	1	5
HIST2H4B	0	0	4	0	28	30	2	24	26	21	5	2	1
HIST2H2AB	0	0	7	0	106	52	13	35	83	6	3	9	8
SV2A	0	0	0	0	3	0	0	4	1	0	2	1	2
CIART	0	0	2	1	6	6	0	12	48	15	5	7	3
AL590133.1	0	0	4	0	0	0	0	0	1	0	0	0	1
AL391335.1	0	0	0	0	4	6	0	5	26	1	5	2	0
AL450992.1	0	0	2	0	4	3	0	0	2	0	1	0	1
SPRR1B	0	0	0	0	0	0	0	1	17	1	1	0	2
SPRR2D	0	0	0	0	0	5	0	1	47	0	0	0	1
SPRR2E	0	0	0	0	0	0	0	0	25	0	0	0	0
LOR	0	0	1	0	0	1	0	0	0	0	0	0	0
S100A7	0	0	1	0	0	0	0	0	0	0	0	0	0
SHE	0	0	3	0	6	0	0	3	4	0	0	4	3
AL451085.1	0	0	2	1	0	0	0	6	42	0	4	0	1
DCST1	0	0	3	0	0	0	0	0	2	0	0	0	1
RXFP4	0	0	1	0	0	0	0	0	0	0	0	0	0
AL139412.1	0	0	2	0	0	0	0	5	6	0	1	0	0
TTC24	0	0	1	0	4	0	0	0	1	0	0	0	1
AL590666.3	0	0	0	0	0	0	0	0	2	0	0	0	0
NTRK1	0	0	0	0	0	1	0	1	2	0	0	0	2
FCRL5	0	0	1	0	0	2	0	6	14	0	0	0	7
FCRL3	0	0	1	0	2	1	0	8	2	0	0	0	1
SPTA1	0	0	2	0	4	3	0	2	20	1	0	0	0
IGSF9	0	0	0	0	0	0	2	3	5	2	3	0	0
VANGL2	0	0	0	2	0	1	0	2	5	0	1	0	0
AL359541.1	0	0	4	0	8	0	0	25	33	1	5	2	3
NOS1AP	0	0	3	0	12	20	0	4	61	1	6	9	0
C1orf226	0	0	2	2	3	7	0	1	25	0	1	1	0
AL596325.1	0	0	0	0	1	0	0	3	26	2	7	0	0
AL451074.6	0	0	2	0	0	0	0	0	0	0	0	0	0
MAEL	0	0	4	0	0	0	0	0	0	0	0	0	0
AL359962.2	0	0	1	0	1	0	0	4	4	0	0	0	0
AL021068.1	0	0	12	0	16	13	0	5	15	0	10	1	6
AL121983.1	0	0	3	0	0	0	0	15	42	3	23	10	5
GPR52	0	0	7	0	0	5	0	3	9	0	0	1	2
Z99127.1	0	0	1	0	0	0	0	0	1	0	0	0	0
LHX4	0	0	8	0	0	6	0	1	7	0	0	2	0
AL355482.1	0	0	1	0	0	1	0	0	0	0	0	0	0
NMNAT2	0	0	3	0	5	6	0	7	11	0	1	0	0
AL096803.3	0	0	2	0	0	0	0	0	0	0	0	0	0
AL136987.1	0	0	7	0	20	6	0	57	22	7	23	7	5
AL356272.1	0	0	2	0	0	0	0	0	0	0	0	0	0
ZBED6	0	0	7	0	147	106	5	47	255	11	22	14	17
ETNK2	0	0	7	1	2	5	0	7	11	2	4	0	0
NFASC	0	0	1	2	0	0	0	0	0	0	0	0	0
IL19	0	0	10	0	1	0	0	4	5	0	1	2	1
IL24	0	0	0	0	0	0	0	0	12	0	0	25	6
AL137789.1	0	0	1	0	3	5	0	0	3	0	0	0	0
CAMK1G	0	0	5	2	22	4	1	12	38	26	6	6	2
FAM71A	0	0	2	0	0	0	0	61	375	1	36	70	11
SPATA45	0	0	2	0	2	0	0	3	2	0	0	0	0
C1orf143	0	0	2	0	0	0	0	0	2	0	0	0	0
AL445423.1	0	0	2	0	3	0	0	3	0	0	0	0	0
